title,param_value,param_type,nct_id,classification,subjects_affected,subjects_at_risk,event_count,adverse_event_term
,,,NCT00574548,,0.0,160.0,,Cholelithiasis
,,,NCT00574548,,0.0,267.0,,Cholelithiasis
,,,NCT00574548,,0.0,223.0,,Cholelithiasis
,,,NCT00574548,,1.0,160.0,,Cholelithiasis
,,,NCT00574548,,0.0,267.0,,Cholelithiasis
,,,NCT00574548,,1.0,223.0,,Cholelithiasis
,,,NCT00574548,,1.0,478.0,,Allergy to vaccine
,,,NCT00574548,,0.0,237.0,,Allergy to vaccine
,,,NCT00574548,,0.0,478.0,,Allergy to vaccine
,,,NCT00574548,,0.0,237.0,,Allergy to vaccine
,,,NCT00574548,,0.0,160.0,,Allergy to vaccine
,,,NCT00574548,,0.0,267.0,,Allergy to vaccine
,,,NCT00574548,,0.0,223.0,,Allergy to vaccine
,,,NCT00574548,,0.0,160.0,,Allergy to vaccine
,,,NCT00574548,,0.0,267.0,,Allergy to vaccine
,,,NCT00574548,,0.0,223.0,,Allergy to vaccine
,,,NCT00574548,,0.0,478.0,,Drug hypersensitivity
,,,NCT00574548,,0.0,237.0,,Drug hypersensitivity
,,,NCT00574548,,0.0,478.0,,Drug hypersensitivity
,,,NCT00574548,,0.0,237.0,,Drug hypersensitivity
,,,NCT00574548,,0.0,160.0,,Drug hypersensitivity
,,,NCT00574548,,0.0,267.0,,Drug hypersensitivity
,,,NCT00574548,,1.0,223.0,,Drug hypersensitivity
,,,NCT00574548,,1.0,160.0,,Drug hypersensitivity
,,,NCT00574548,,0.0,267.0,,Drug hypersensitivity
,,,NCT00574548,,0.0,223.0,,Drug hypersensitivity
,,,NCT00574548,,9.0,478.0,,Nasopharyngitis
,,,NCT00574548,,6.0,237.0,,Nasopharyngitis
,,,NCT00574548,,0.0,478.0,,Nasopharyngitis
,,,NCT00574548,,1.0,237.0,,Nasopharyngitis
,,,NCT00574548,,4.0,160.0,,Nasopharyngitis
,,,NCT00574548,,4.0,267.0,,Nasopharyngitis
,,,NCT00574548,,1.0,223.0,,Nasopharyngitis
,,,NCT00574548,,0.0,160.0,,Nasopharyngitis
,,,NCT00574548,,0.0,267.0,,Nasopharyngitis
,,,NCT00574548,,0.0,223.0,,Nasopharyngitis
,,,NCT00574548,,7.0,478.0,,Upper respiratory tract infection
,,,NCT00574548,,8.0,237.0,,Upper respiratory tract infection
,,,NCT00574548,,1.0,478.0,,Upper respiratory tract infection
,,,NCT00574548,,0.0,237.0,,Upper respiratory tract infection
,,,NCT00574548,,2.0,160.0,,Upper respiratory tract infection
,,,NCT00574548,,6.0,267.0,,Upper respiratory tract infection
,,,NCT00574548,,2.0,223.0,,Upper respiratory tract infection
,,,NCT00574548,,0.0,160.0,,Upper respiratory tract infection
,,,NCT00574548,,0.0,267.0,,Upper respiratory tract infection
,,,NCT00574548,,0.0,223.0,,Upper respiratory tract infection
,,,NCT00574548,,7.0,478.0,,Influenza
,,,NCT00574548,,2.0,237.0,,Influenza
,,,NCT00574548,,0.0,478.0,,Influenza
,,,NCT00574548,,0.0,237.0,,Influenza
,,,NCT00574548,,1.0,160.0,,Influenza
,,,NCT00574548,,0.0,267.0,,Influenza
,,,NCT00574548,,0.0,223.0,,Influenza
,,,NCT00574548,,0.0,160.0,,Influenza
,,,NCT00574548,,0.0,267.0,,Influenza
,,,NCT00574548,,0.0,223.0,,Influenza
,,,NCT00574548,,6.0,478.0,,Sinusitis
,,,NCT00574548,,1.0,237.0,,Sinusitis
,,,NCT00574548,,0.0,478.0,,Sinusitis
,,,NCT00574548,,1.0,237.0,,Sinusitis
,,,NCT00574548,,3.0,160.0,,Sinusitis
,,,NCT00574548,,3.0,267.0,,Sinusitis
,,,NCT00574548,,0.0,223.0,,Sinusitis
,,,NCT00574548,,0.0,160.0,,Sinusitis
,,,NCT00574548,,0.0,267.0,,Sinusitis
,,,NCT00574548,,0.0,223.0,,Sinusitis
,,,NCT00574548,,4.0,478.0,,Bronchitis
,,,NCT00574548,,2.0,237.0,,Bronchitis
,,,NCT00574548,,0.0,478.0,,Bronchitis
,,,NCT00574548,,0.0,237.0,,Bronchitis
,,,NCT00574548,,1.0,160.0,,Bronchitis
,,,NCT00574548,,4.0,267.0,,Bronchitis
,,,NCT00574548,,3.0,223.0,,Bronchitis
,,,NCT00574548,,1.0,160.0,,Bronchitis
,,,NCT00574548,,1.0,267.0,,Bronchitis
,,,NCT00574548,,0.0,223.0,,Bronchitis
,,,NCT00574548,,2.0,478.0,,Gastroenteritis viral
,,,NCT00574548,,1.0,237.0,,Gastroenteritis viral
,,,NCT00574548,,0.0,478.0,,Gastroenteritis viral
,,,NCT00574548,,1.0,237.0,,Gastroenteritis viral
,,,NCT00574548,,0.0,160.0,,Gastroenteritis viral
,,,NCT00574548,,0.0,267.0,,Gastroenteritis viral
,,,NCT00574548,,0.0,223.0,,Gastroenteritis viral
,,,NCT00574548,,0.0,160.0,,Gastroenteritis viral
,,,NCT00574548,,0.0,267.0,,Gastroenteritis viral
,,,NCT00574548,,0.0,223.0,,Gastroenteritis viral
,,,NCT00574548,,3.0,478.0,,Herpes zoster
,,,NCT00574548,,0.0,237.0,,Herpes zoster
,,,NCT00574548,,0.0,478.0,,Herpes zoster
,,,NCT00574548,,0.0,237.0,,Herpes zoster
,,,NCT00574548,,0.0,160.0,,Herpes zoster
,,,NCT00574548,,0.0,267.0,,Herpes zoster
,,,NCT00574548,,0.0,223.0,,Herpes zoster
,,,NCT00574548,,0.0,160.0,,Herpes zoster
,,,NCT00574548,,0.0,267.0,,Herpes zoster
,,,NCT00574548,,0.0,223.0,,Herpes zoster
,,,NCT00574548,,1.0,478.0,,Pharyngitis streptococcal
,,,NCT00574548,,1.0,237.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,478.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,237.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,160.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,267.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,223.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,160.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,267.0,,Pharyngitis streptococcal
,,,NCT00574548,,0.0,223.0,,Pharyngitis streptococcal
,,,NCT00574548,,1.0,478.0,,Viral infection
,,,NCT00574548,,1.0,237.0,,Viral infection
,,,NCT00574548,,2.0,478.0,,Viral infection
,,,NCT00574548,,0.0,237.0,,Viral infection
,,,NCT00574548,,0.0,160.0,,Viral infection
,,,NCT00574548,,0.0,267.0,,Viral infection
,,,NCT00574548,,0.0,223.0,,Viral infection
,,,NCT00574548,,0.0,160.0,,Viral infection
,,,NCT00574548,,0.0,267.0,,Viral infection
,,,NCT00574548,,0.0,223.0,,Viral infection
,,,NCT00574548,,0.0,478.0,,Acute sinusitis
,,,NCT00574548,,2.0,237.0,,Acute sinusitis
,,,NCT00574548,,0.0,478.0,,Acute sinusitis
,,,NCT00574548,,0.0,237.0,,Acute sinusitis
,,,NCT00574548,,0.0,160.0,,Acute sinusitis
,,,NCT00574548,,0.0,267.0,,Acute sinusitis
,,,NCT00574548,,1.0,223.0,,Acute sinusitis
,,,NCT00574548,,0.0,160.0,,Acute sinusitis
,,,NCT00574548,,0.0,267.0,,Acute sinusitis
,,,NCT00574548,,0.0,223.0,,Acute sinusitis
,,,NCT00574548,,0.0,478.0,,Gastroenteritis
,,,NCT00574548,,2.0,237.0,,Gastroenteritis
,,,NCT00574548,,0.0,478.0,,Gastroenteritis
,,,NCT00574548,,0.0,237.0,,Gastroenteritis
,,,NCT00574548,,0.0,160.0,,Gastroenteritis
,,,NCT00574548,,0.0,267.0,,Gastroenteritis
,,,NCT00574548,,0.0,223.0,,Gastroenteritis
,,,NCT00574548,,0.0,160.0,,Gastroenteritis
,,,NCT00574548,,0.0,267.0,,Gastroenteritis
,,,NCT00574548,,0.0,223.0,,Gastroenteritis
,,,NCT00574548,,1.0,478.0,,Otitis media
,,,NCT00574548,,0.0,237.0,,Otitis media
,,,NCT00574548,,0.0,478.0,,Otitis media
,,,NCT00574548,,0.0,237.0,,Otitis media
,,,NCT00574548,,1.0,160.0,,Otitis media
,,,NCT00574548,,1.0,267.0,,Otitis media
,,,NCT00574548,,0.0,223.0,,Otitis media
,,,NCT00574548,,0.0,160.0,,Otitis media
,,,NCT00574548,,0.0,267.0,,Otitis media
,,,NCT00574548,,0.0,223.0,,Otitis media
,,,NCT00574548,,1.0,478.0,,Tooth infection
,,,NCT00574548,,0.0,237.0,,Tooth infection
,,,NCT00574548,,0.0,478.0,,Tooth infection
,,,NCT00574548,,0.0,237.0,,Tooth infection
,,,NCT00574548,,0.0,160.0,,Tooth infection
,,,NCT00574548,,1.0,267.0,,Tooth infection
,,,NCT00574548,,0.0,223.0,,Tooth infection
,,,NCT00574548,,0.0,160.0,,Tooth infection
,,,NCT00574548,,0.0,267.0,,Tooth infection
,,,NCT00574548,,0.0,223.0,,Tooth infection
,,,NCT00574548,,0.0,478.0,,Lower respiratory tract infection
,,,NCT00574548,,1.0,237.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,478.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,237.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,160.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,267.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,223.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,160.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,267.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,223.0,,Lower respiratory tract infection
,,,NCT00574548,,0.0,478.0,,Onychomycosis
,,,NCT00574548,,1.0,237.0,,Onychomycosis
,,,NCT00574548,,1.0,478.0,,Onychomycosis
,,,NCT00574548,,0.0,237.0,,Onychomycosis
,,,NCT00574548,,0.0,160.0,,Onychomycosis
,,,NCT00574548,,0.0,267.0,,Onychomycosis
,,,NCT00574548,,0.0,223.0,,Onychomycosis
,,,NCT00574548,,0.0,160.0,,Onychomycosis
,,,NCT00574548,,0.0,267.0,,Onychomycosis
,,,NCT00574548,,0.0,223.0,,Onychomycosis
,,,NCT00574548,,0.0,478.0,,Pneumonia
,,,NCT00574548,,1.0,237.0,,Pneumonia
,,,NCT00574548,,0.0,478.0,,Pneumonia
,,,NCT00574548,,0.0,237.0,,Pneumonia
,,,NCT00574548,,0.0,160.0,,Pneumonia
,,,NCT00574548,,0.0,267.0,,Pneumonia
,,,NCT00574548,,0.0,223.0,,Pneumonia
,,,NCT00574548,,0.0,160.0,,Pneumonia
,,,NCT00574548,,0.0,267.0,,Pneumonia
,,,NCT00574548,,0.0,223.0,,Pneumonia
,,,NCT00574548,,0.0,478.0,,Respiratory tract infection
,,,NCT00574548,,1.0,237.0,,Respiratory tract infection
,,,NCT00574548,,0.0,478.0,,Respiratory tract infection
,,,NCT00574548,,0.0,237.0,,Respiratory tract infection
,,,NCT00574548,,0.0,160.0,,Respiratory tract infection
,,,NCT00574548,,0.0,267.0,,Respiratory tract infection
,,,NCT00574548,,0.0,223.0,,Respiratory tract infection
,,,NCT00574548,,0.0,160.0,,Respiratory tract infection
,,,NCT00574548,,0.0,267.0,,Respiratory tract infection
,,,NCT00574548,,0.0,223.0,,Respiratory tract infection
,,,NCT00574548,,0.0,478.0,,Rhinitis
,,,NCT00574548,,1.0,237.0,,Rhinitis
,,,NCT00574548,,0.0,478.0,,Rhinitis
,,,NCT00574548,,0.0,237.0,,Rhinitis
,,,NCT00574548,,0.0,160.0,,Rhinitis
,,,NCT00574548,,0.0,267.0,,Rhinitis
,,,NCT00574548,,0.0,223.0,,Rhinitis
,,,NCT00574548,,0.0,160.0,,Rhinitis
,,,NCT00574548,,0.0,267.0,,Rhinitis
,,,NCT00574548,,0.0,223.0,,Rhinitis
,,,NCT00574548,,0.0,478.0,,Tooth abscess
,,,NCT00574548,,1.0,237.0,,Tooth abscess
,,,NCT00574548,,0.0,478.0,,Tooth abscess
,,,NCT00574548,,0.0,237.0,,Tooth abscess
,,,NCT00574548,,0.0,160.0,,Tooth abscess
,,,NCT00574548,,0.0,267.0,,Tooth abscess
,,,NCT00574548,,1.0,223.0,,Tooth abscess
,,,NCT00574548,,0.0,160.0,,Tooth abscess
,,,NCT00574548,,0.0,267.0,,Tooth abscess
,,,NCT00574548,,0.0,223.0,,Tooth abscess
,,,NCT00574548,,0.0,478.0,,Cystitis
,,,NCT00574548,,0.0,237.0,,Cystitis
,,,NCT00574548,,1.0,478.0,,Cystitis
,,,NCT00574548,,0.0,237.0,,Cystitis
,,,NCT00574548,,0.0,160.0,,Cystitis
,,,NCT00574548,,0.0,267.0,,Cystitis
,,,NCT00574548,,0.0,223.0,,Cystitis
,,,NCT00574548,,0.0,160.0,,Cystitis
,,,NCT00574548,,0.0,267.0,,Cystitis
,,,NCT00574548,,0.0,223.0,,Cystitis
,,,NCT00574548,,0.0,478.0,,Ear infection
,,,NCT00574548,,0.0,237.0,,Ear infection
,,,NCT00574548,,1.0,478.0,,Ear infection
,,,NCT00574548,,0.0,237.0,,Ear infection
,,,NCT00574548,,0.0,160.0,,Ear infection
,,,NCT00574548,,0.0,267.0,,Ear infection
,,,NCT00574548,,0.0,223.0,,Ear infection
,,,NCT00574548,,0.0,160.0,,Ear infection
,,,NCT00574548,,0.0,267.0,,Ear infection
,,,NCT00574548,,0.0,223.0,,Ear infection
,,,NCT00574548,,0.0,478.0,,Vaginal infection
,,,NCT00574548,,0.0,237.0,,Vaginal infection
,,,NCT00574548,,1.0,478.0,,Vaginal infection
,,,NCT00574548,,0.0,237.0,,Vaginal infection
,,,NCT00574548,,0.0,160.0,,Vaginal infection
,,,NCT00574548,,0.0,267.0,,Vaginal infection
,,,NCT00574548,,0.0,223.0,,Vaginal infection
,,,NCT00574548,,0.0,160.0,,Vaginal infection
,,,NCT00574548,,0.0,267.0,,Vaginal infection
,,,NCT00574548,,0.0,223.0,,Vaginal infection
,,,NCT00574548,,0.0,478.0,,Wound infection
,,,NCT00574548,,0.0,237.0,,Wound infection
,,,NCT00574548,,1.0,478.0,,Wound infection
,,,NCT00574548,,0.0,237.0,,Wound infection
,,,NCT00574548,,0.0,160.0,,Wound infection
,,,NCT00574548,,0.0,267.0,,Wound infection
,,,NCT00574548,,0.0,223.0,,Wound infection
,,,NCT00574548,,0.0,160.0,,Wound infection
,,,NCT00574548,,0.0,267.0,,Wound infection
,,,NCT00574548,,0.0,223.0,,Wound infection
,,,NCT00574548,,0.0,478.0,,Urinary tract infection
,,,NCT00574548,,0.0,237.0,,Urinary tract infection
,,,NCT00574548,,0.0,478.0,,Urinary tract infection
,,,NCT00574548,,0.0,237.0,,Urinary tract infection
,,,NCT00574548,,0.0,160.0,,Urinary tract infection
,,,NCT00574548,,2.0,267.0,,Urinary tract infection
,,,NCT00574548,,1.0,223.0,,Urinary tract infection
,,,NCT00574548,,0.0,160.0,,Urinary tract infection
,,,NCT00574548,,0.0,267.0,,Urinary tract infection
,,,NCT00574548,,0.0,223.0,,Urinary tract infection
,,,NCT00574548,,0.0,478.0,,Pharyngitis
,,,NCT00574548,,0.0,237.0,,Pharyngitis
,,,NCT00574548,,0.0,478.0,,Pharyngitis
,,,NCT00574548,,0.0,237.0,,Pharyngitis
,,,NCT00574548,,0.0,160.0,,Pharyngitis
,,,NCT00574548,,1.0,267.0,,Pharyngitis
,,,NCT00574548,,0.0,223.0,,Pharyngitis
,,,NCT00574548,,0.0,160.0,,Pharyngitis
,,,NCT00574548,,0.0,267.0,,Pharyngitis
,,,NCT00574548,,0.0,223.0,,Pharyngitis
,,,NCT00574548,,0.0,478.0,,Laryngitis
,,,NCT00574548,,0.0,237.0,,Laryngitis
,,,NCT00574548,,0.0,478.0,,Laryngitis
,,,NCT00574548,,0.0,237.0,,Laryngitis
,,,NCT00574548,,0.0,160.0,,Laryngitis
,,,NCT00574548,,0.0,267.0,,Laryngitis
,,,NCT00574548,,1.0,223.0,,Laryngitis
,,,NCT00574548,,0.0,160.0,,Laryngitis
,,,NCT00574548,,0.0,267.0,,Laryngitis
,,,NCT00574548,,0.0,223.0,,Laryngitis
,,,NCT00574548,,0.0,478.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,237.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,478.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,237.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,160.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,267.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,223.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,160.0,,Infectious mononucleosis
,,,NCT00574548,,0.0,267.0,,Infectious mononucleosis
,,,NCT00574548,,1.0,223.0,,Infectious mononucleosis
,,,NCT00574548,,2.0,478.0,,Fall
,,,NCT00574548,,0.0,237.0,,Fall
,,,NCT00574548,,0.0,478.0,,Fall
,,,NCT00574548,,0.0,237.0,,Fall
,,,NCT00574548,,0.0,160.0,,Fall
,,,NCT00574548,,1.0,267.0,,Fall
,,,NCT00574548,,0.0,223.0,,Fall
,,,NCT00574548,,0.0,160.0,,Fall
,,,NCT00574548,,0.0,267.0,,Fall
,,,NCT00574548,,0.0,223.0,,Fall
,,,NCT00574548,,1.0,478.0,,Skin laceration
,,,NCT00574548,,0.0,237.0,,Skin laceration
,,,NCT00574548,,1.0,478.0,,Skin laceration
,,,NCT00574548,,0.0,237.0,,Skin laceration
,,,NCT00574548,,0.0,160.0,,Skin laceration
,,,NCT00574548,,0.0,267.0,,Skin laceration
,,,NCT00574548,,1.0,223.0,,Skin laceration
,,,NCT00574548,,0.0,160.0,,Skin laceration
,,,NCT00574548,,0.0,267.0,,Skin laceration
,,,NCT00574548,,0.0,223.0,,Skin laceration
,,,NCT00574548,,1.0,478.0,,Vascular injury
,,,NCT00574548,,0.0,237.0,,Vascular injury
,,,NCT00574548,,0.0,478.0,,Vascular injury
,,,NCT00574548,,0.0,237.0,,Vascular injury
,,,NCT00574548,,0.0,160.0,,Vascular injury
,,,NCT00574548,,0.0,267.0,,Vascular injury
,,,NCT00574548,,0.0,223.0,,Vascular injury
,,,NCT00574548,,0.0,160.0,,Vascular injury
,,,NCT00574548,,0.0,267.0,,Vascular injury
,,,NCT00574548,,0.0,223.0,,Vascular injury
,,,NCT00574548,,0.0,478.0,,Foot fracture
,,,NCT00574548,,1.0,237.0,,Foot fracture
,,,NCT00574548,,0.0,478.0,,Foot fracture
,,,NCT00574548,,0.0,237.0,,Foot fracture
,,,NCT00574548,,0.0,160.0,,Foot fracture
,,,NCT00574548,,0.0,267.0,,Foot fracture
,,,NCT00574548,,0.0,223.0,,Foot fracture
,,,NCT00574548,,0.0,160.0,,Foot fracture
,,,NCT00574548,,0.0,267.0,,Foot fracture
,,,NCT00574548,,0.0,223.0,,Foot fracture
,,,NCT00574548,,0.0,478.0,,Joint sprain
,,,NCT00574548,,0.0,237.0,,Joint sprain
,,,NCT00574548,,1.0,478.0,,Joint sprain
,,,NCT00574548,,0.0,237.0,,Joint sprain
,,,NCT00574548,,0.0,160.0,,Joint sprain
,,,NCT00574548,,0.0,267.0,,Joint sprain
,,,NCT00574548,,0.0,223.0,,Joint sprain
,,,NCT00574548,,0.0,160.0,,Joint sprain
,,,NCT00574548,,0.0,267.0,,Joint sprain
,,,NCT00574548,,1.0,223.0,,Joint sprain
,,,NCT00574548,,0.0,478.0,,Excoriation
,,,NCT00574548,,0.0,237.0,,Excoriation
,,,NCT00574548,,0.0,478.0,,Excoriation
,,,NCT00574548,,0.0,237.0,,Excoriation
,,,NCT00574548,,0.0,160.0,,Excoriation
,,,NCT00574548,,1.0,267.0,,Excoriation
,,,NCT00574548,,0.0,223.0,,Excoriation
,,,NCT00574548,,0.0,160.0,,Excoriation
,,,NCT00574548,,0.0,267.0,,Excoriation
,,,NCT00574548,,0.0,223.0,,Excoriation
,,,NCT00574548,,0.0,478.0,,Muscle strain
,,,NCT00574548,,0.0,237.0,,Muscle strain
,,,NCT00574548,,0.0,478.0,,Muscle strain
,,,NCT00574548,,0.0,237.0,,Muscle strain
,,,NCT00574548,,0.0,160.0,,Muscle strain
,,,NCT00574548,,1.0,267.0,,Muscle strain
,,,NCT00574548,,0.0,223.0,,Muscle strain
,,,NCT00574548,,0.0,160.0,,Muscle strain
,,,NCT00574548,,0.0,267.0,,Muscle strain
,,,NCT00574548,,0.0,223.0,,Muscle strain
,,,NCT00574548,,0.0,478.0,,Procedural pain
,,,NCT00574548,,0.0,237.0,,Procedural pain
,,,NCT00574548,,0.0,478.0,,Procedural pain
,,,NCT00574548,,0.0,237.0,,Procedural pain
,,,NCT00574548,,0.0,160.0,,Procedural pain
,,,NCT00574548,,1.0,267.0,,Procedural pain
,,,NCT00574548,,0.0,223.0,,Procedural pain
,,,NCT00574548,,0.0,160.0,,Procedural pain
,,,NCT00574548,,0.0,267.0,,Procedural pain
,,,NCT00574548,,0.0,223.0,,Procedural pain
,,,NCT00574548,,0.0,478.0,,Upper limb fracture
,,,NCT00574548,,0.0,237.0,,Upper limb fracture
,,,NCT00574548,,0.0,478.0,,Upper limb fracture
,,,NCT00574548,,0.0,237.0,,Upper limb fracture
,,,NCT00574548,,0.0,160.0,,Upper limb fracture
,,,NCT00574548,,1.0,267.0,,Upper limb fracture
,,,NCT00574548,,0.0,223.0,,Upper limb fracture
,,,NCT00574548,,0.0,160.0,,Upper limb fracture
,,,NCT00574548,,0.0,267.0,,Upper limb fracture
,,,NCT00574548,,0.0,223.0,,Upper limb fracture
,,,NCT00574548,,0.0,478.0,,Avulsion fracture
,,,NCT00574548,,0.0,237.0,,Avulsion fracture
,,,NCT00574548,,0.0,478.0,,Avulsion fracture
,,,NCT00574548,,0.0,237.0,,Avulsion fracture
,,,NCT00574548,,0.0,160.0,,Avulsion fracture
,,,NCT00574548,,0.0,267.0,,Avulsion fracture
,,,NCT00574548,,1.0,223.0,,Avulsion fracture
,,,NCT00574548,,0.0,160.0,,Avulsion fracture
,,,NCT00574548,,0.0,267.0,,Avulsion fracture
,,,NCT00574548,,0.0,223.0,,Avulsion fracture
,,,NCT00574548,,0.0,478.0,,Limb injury
,,,NCT00574548,,0.0,237.0,,Limb injury
,,,NCT00574548,,0.0,478.0,,Limb injury
,,,NCT00574548,,0.0,237.0,,Limb injury
,,,NCT00574548,,0.0,160.0,,Limb injury
,,,NCT00574548,,0.0,267.0,,Limb injury
,,,NCT00574548,,1.0,223.0,,Limb injury
,,,NCT00574548,,0.0,160.0,,Limb injury
,,,NCT00574548,,0.0,267.0,,Limb injury
,,,NCT00574548,,0.0,223.0,,Limb injury
,,,NCT00574548,,0.0,478.0,,Meniscus lesion
,,,NCT00574548,,0.0,237.0,,Meniscus lesion
,,,NCT00574548,,0.0,478.0,,Meniscus lesion
,,,NCT00574548,,0.0,237.0,,Meniscus lesion
,,,NCT00574548,,0.0,160.0,,Meniscus lesion
,,,NCT00574548,,0.0,267.0,,Meniscus lesion
,,,NCT00574548,,1.0,223.0,,Meniscus lesion
,,,NCT00574548,,0.0,160.0,,Meniscus lesion
,,,NCT00574548,,0.0,267.0,,Meniscus lesion
,,,NCT00574548,,1.0,223.0,,Meniscus lesion
,,,NCT00574548,,1.0,478.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,237.0,,Blood cholesterol increased
,,,NCT00574548,,2.0,478.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,237.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,160.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,267.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,223.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,160.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,267.0,,Blood cholesterol increased
,,,NCT00574548,,0.0,223.0,,Blood cholesterol increased
,,,NCT00574548,,1.0,478.0,,Blood pressure decreased
,,,NCT00574548,,0.0,237.0,,Blood pressure decreased
,,,NCT00574548,,0.0,478.0,,Blood pressure decreased
,,,NCT00574548,,0.0,237.0,,Blood pressure decreased
,,,NCT00574548,,0.0,160.0,,Blood pressure decreased
,,,NCT00574548,,0.0,267.0,,Blood pressure decreased
,,,NCT00574548,,0.0,223.0,,Blood pressure decreased
,,,NCT00574548,,0.0,160.0,,Blood pressure decreased
,,,NCT00574548,,0.0,267.0,,Blood pressure decreased
,,,NCT00574548,,0.0,223.0,,Blood pressure decreased
,,,NCT00574548,,1.0,478.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,237.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,478.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,237.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,160.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,267.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,223.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,160.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,267.0,,Blood triglycerides increased
,,,NCT00574548,,0.0,223.0,,Blood triglycerides increased
,,,NCT00574548,,1.0,478.0,,Body temperature decreased
,,,NCT00574548,,0.0,237.0,,Body temperature decreased
,,,NCT00574548,,0.0,478.0,,Body temperature decreased
,,,NCT00574548,,0.0,237.0,,Body temperature decreased
,,,NCT00574548,,0.0,160.0,,Body temperature decreased
,,,NCT00574548,,0.0,267.0,,Body temperature decreased
,,,NCT00574548,,0.0,223.0,,Body temperature decreased
,,,NCT00574548,,0.0,160.0,,Body temperature decreased
,,,NCT00574548,,0.0,267.0,,Body temperature decreased
,,,NCT00574548,,0.0,223.0,,Body temperature decreased
,,,NCT00574548,,1.0,478.0,,Haemoglobin increased
,,,NCT00574548,,0.0,237.0,,Haemoglobin increased
,,,NCT00574548,,0.0,478.0,,Haemoglobin increased
,,,NCT00574548,,0.0,237.0,,Haemoglobin increased
,,,NCT00574548,,0.0,160.0,,Haemoglobin increased
,,,NCT00574548,,0.0,267.0,,Haemoglobin increased
,,,NCT00574548,,0.0,223.0,,Haemoglobin increased
,,,NCT00574548,,0.0,160.0,,Haemoglobin increased
,,,NCT00574548,,0.0,267.0,,Haemoglobin increased
,,,NCT00574548,,0.0,223.0,,Haemoglobin increased
,,,NCT00574548,,0.0,478.0,,Blood pressure increased
,,,NCT00574548,,1.0,237.0,,Blood pressure increased
,,,NCT00574548,,0.0,478.0,,Blood pressure increased
,,,NCT00574548,,0.0,237.0,,Blood pressure increased
,,,NCT00574548,,0.0,160.0,,Blood pressure increased
,,,NCT00574548,,0.0,267.0,,Blood pressure increased
,,,NCT00574548,,0.0,223.0,,Blood pressure increased
,,,NCT00574548,,0.0,160.0,,Blood pressure increased
,,,NCT00574548,,0.0,267.0,,Blood pressure increased
,,,NCT00574548,,0.0,223.0,,Blood pressure increased
,,,NCT00574548,,0.0,478.0,,Weight increased
,,,NCT00574548,,0.0,237.0,,Weight increased
,,,NCT00574548,,1.0,478.0,,Weight increased
,,,NCT00574548,,0.0,237.0,,Weight increased
,,,NCT00574548,,0.0,160.0,,Weight increased
,,,NCT00574548,,0.0,267.0,,Weight increased
,,,NCT00574548,,0.0,223.0,,Weight increased
,,,NCT00574548,,0.0,160.0,,Weight increased
,,,NCT00574548,,0.0,267.0,,Weight increased
,,,NCT00574548,,0.0,223.0,,Weight increased
,,,NCT00574548,,0.0,478.0,,Blood testosterone decreased
,,,NCT00574548,,0.0,237.0,,Blood testosterone decreased
,,,NCT00574548,,0.0,478.0,,Blood testosterone decreased
,,,NCT00574548,,1.0,237.0,,Blood testosterone decreased
,,,NCT00574548,,0.0,160.0,,Blood testosterone decreased
,,,NCT00574548,,0.0,267.0,,Blood testosterone decreased
,,,NCT00574548,,0.0,223.0,,Blood testosterone decreased
