,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed
906,NCT00666380,,2008-04-22,,,2015-05-27,2008-04-23,2008-04-24,Estimate,,,,,,,2015-05-27,2015-05-29,Estimate,April 2008,,2008-04-30,May 2015,2015-05-31,June 2009,Actual,2009-06-30,December 2008,Actual,2008-12-31,,Interventional,,,A Study to Determine the Effects of an Investigational Malaria Vaccine Given to Adults Living in the United States and Thereafter to Adults Living in Kenya,"Phase 1a Open-label Dose Escalation Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of the Candidate Plasmodium Falciparum Malaria Protein 010 (FMP010) Administered Intramuscularly With GSK Biologicals' Adjuvant AS01B in Healthy Malaria-Naïve Adults",Completed,,Phase 1,26,Actual,U.S. Army Medical Research and Development Command,,2.0,,,False,,,,True,,,,,,,,,,,,,2023-04-08 11:32:18.377314,2023-04-08 11:32:18.377314,FED,,,,,
907,NCT03882528,,2018-10-24,2021-03-03,,2021-03-03,2019-03-18,2019-03-20,Actual,2021-03-03,2021-03-30,Actual,,,,2021-03-03,2021-03-30,Actual,"March 4, 2019",Actual,2019-03-04,March 2021,2021-03-31,"May 16, 2019",Actual,2019-05-16,"April 25, 2019",Actual,2019-04-25,,Interventional,,"Healthy, malaria-naïve adults (males and non-pregnant, non-lactating females), aged 18 to 50 years old (inclusive) were recruited from the Washington/ Baltimore DC metropolitan area to participate in this Controlled Human Malaria Infection (CHMI) study. Up to 12 subjects were enrolled (defined as having undergone malaria challenge) into this trial. All 12 subjects were challenged with the new lot of female Anopheles mosquitoes infected with Plasmodium falciparum strain NF54 (clone 3D7), lot 1887",Evaluate the Infectivity Equivalence of Current and New Lots of Plasmodium Falciparum Strain NF54,Bridging Trial to Evaluate the Infectivity Equivalence of Current and New Lots of Plasmodium Falciparum Strain NF54 (Clone 3D7) Within the WRAIR Controlled Human Malaria Infection (CHMI) Model,Completed,,Phase 1,12,Actual,U.S. Army Medical Research and Development Command,,1.0,,,False,,,,True,True,False,,,,,,,,,No,,2023-04-06 23:35:22.928725,2023-04-06 23:35:22.928725,FED,,,,,
908,NCT04732000,,2021-01-26,,,2022-12-07,2021-01-26,2021-02-01,Actual,,,,,,,2022-12-07,2022-12-09,Actual,"July 1, 2021",Actual,2021-07-01,December 2022,2022-12-31,"February 15, 2023",Anticipated,2023-02-15,"February 1, 2023",Anticipated,2023-02-01,,Interventional,,,Oxidative Stress and Surgical Recovery,Oxidative Stress and Surgical Recovery,Enrolling by invitation,,Phase 2,20,Anticipated,Stanford University,,2.0,,,False,,,,,True,False,,,True,,,,,,No,,2023-04-07 23:14:02.416865,2023-04-07 23:14:02.416865,OTHER,,,,,
909,NCT04129632,,2019-10-15,,,2020-11-12,2019-10-15,2019-10-17,Actual,,,,,,,2020-11-12,2020-11-13,Actual,"September 19, 2019",Actual,2019-09-19,November 2020,2020-11-30,"October 30, 2020",Actual,2020-10-30,"September 30, 2020",Actual,2020-09-30,,Interventional,,,Evaluation of Institutional Resources and a Novel Mindfulness Tool on Burnout Intensity,Evaluation of Institutional Job Demands-Resources and a Novel Mindfulness Tool on Burnout Intensity in a Cross-sectional Cohort of Colorado Health Care Practitioners,Completed,,Not Applicable,73,Actual,Parkview Medical Center,,1.0,,,False,,,,True,False,False,,,,,,,,,,,2023-04-08 11:33:20.414794,2023-04-08 11:33:20.414794,OTHER,,,,,
910,NCT04396314,,2020-05-15,,,2021-03-18,2020-05-19,2020-05-20,Actual,,,,,,,2021-03-18,2021-03-19,Actual,"September 1, 2021",Anticipated,2021-09-01,March 2021,2021-03-31,"April 30, 2022",Anticipated,2022-04-30,"December 30, 2021",Anticipated,2021-12-30,,Interventional,BATEP,,Effectiveness of Basic Body Awareness Therapy in Post-traumatic Stress Disorders: A Randomized Clinical Trial,"Effectiveness of Basic Body Awareness Therapy in Survivors of Covid-19, Health Workers and Women Suffering From Gender-based Violence Regarding Post-traumatic Stress Disorders: A Randomized Clinical Trial",Unknown status,Not yet recruiting,Not Applicable,54,Anticipated,Universitat de Lleida,,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-06 21:26:16.098753,2023-04-06 21:26:16.098753,OTHER,,,,,
911,NCT02873260,,2016-08-16,,,2018-03-07,2016-08-16,2016-08-19,Estimate,,,,,,,2018-03-07,2018-03-08,Actual,August 2016,Actual,2016-08-31,March 2018,2018-03-31,November 2017,Actual,2017-11-30,November 2017,Actual,2017-11-30,,Interventional,,,Evaluating the Safety and Protective Efficacy of a Single Dose of the Live Attenuated Tetravalent Dengue Vaccine TV005 to Protect Against Infection With rDEN3Δ30,A Phase 1 Evaluation of the Safety and Protective Efficacy of a Single Dose of the Live Attenuated Tetravalent Dengue Vaccine TV005 to Protect Against Infection With rDEN3Δ30,Completed,,Phase 1,48,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),,2.0,,,False,,,,True,,,,,,,,,,,,,2023-04-07 23:15:42.044720,2023-04-07 23:15:42.044720,NIH,,,,,
912,NCT02395614,,2015-03-17,2021-11-11,,2022-01-22,2015-03-20,2015-03-23,Estimate,2022-01-22,2022-01-26,Actual,,,,2022-01-22,2022-01-26,Actual,December 2015,,2015-12-31,January 2022,2022-01-31,December 2020,Actual,2020-12-31,December 2020,Actual,2020-12-31,,Interventional,,,Surgical Site Infection With 0.05% Chlorhexidine (CHG) Compared to Triple Antibiotic Irrigation,Post-Mastectomy Surgical Pocket Irrigation With Triple Antibiotic Solution vs Chlorhexidine Gluconate: A Randomized Controlled Trial Assessing Surgical Site Infections in Immediate Tissue Expander Breast Reconstruction,Completed,,Not Applicable,88,Actual,Vanderbilt University Medical Center,,2.0,,,False,,,,False,,,,,,,,,,,No,,2023-04-06 21:26:33.044823,2023-04-06 21:26:33.044823,OTHER,,,,,
913,NCT02629250,,2015-12-09,,,2017-02-14,2015-12-11,2015-12-14,Estimate,,,,,,,2017-02-14,2017-02-16,Actual,December 2015,,2015-12-31,February 2017,2017-02-28,March 2017,Anticipated,2017-03-31,February 2017,Anticipated,2017-02-28,,Interventional,SNODES,,Supernormal Oxygen Delivery for Elderly Surgical Patients,A Randomized Controlled Study of Supernormal Oxygen Delivery Goal-directed Therapy for Elderly Patients Undergoing Proximal Femoral Surgery.,Unknown status,Recruiting,Not Applicable,70,Anticipated,Guangzhou First People's Hospital,,2.0,,,False,,,,True,,,,,,,,,,,Undecided,,2023-04-08 11:34:32.038530,2023-04-08 11:34:32.038530,OTHER,,,,,
914,NCT02889198,,2016-08-26,,,2017-02-15,2016-08-30,2016-09-05,Estimate,,,,,,,2017-02-15,2017-02-17,Actual,May 2014,,2014-05-31,February 2017,2017-02-28,May 2015,Actual,2015-05-31,May 2015,Actual,2015-05-31,,Interventional,,,A Pilot Study Evaluating Go NAP SACC's Web-based Nutrition Tool for Child Care,Evaluation of Go NAP SACC: A Pilot Study Evaluating the Nutrition Tool of the Web-based Tool Based on the NAP SACC Program,Completed,,Not Applicable,102,Actual,"University of North Carolina, Chapel Hill",,2.0,,,False,,,,False,,,,,,,,,,,No,,2023-04-07 23:16:47.035997,2023-04-07 23:16:47.035997,OTHER,,,,,
915,NCT03558984,,2018-06-05,,,2022-11-09,2018-06-14,2018-06-15,Actual,,,,,,,2022-11-09,2022-11-15,Actual,"December 17, 2019",Actual,2019-12-17,November 2022,2022-11-30,"October 24, 2022",Actual,2022-10-24,"October 24, 2022",Actual,2022-10-24,,Interventional,,,D-PLEX 302: Efficacy and Safety of D-PLEX in the Prevention of Sternal Infection Post Cardiac Surgery,"Prospective, Multicenter, Randomized, Parallel Controlled, Two Arms, Single Blind, Study to Assess the Efficacy and Safety of D-PLEX Administered Concomitantly With the SOC IV Prophylactic Antibiotic Treatment vs. SOC in Prevention of Post-Cardiac Surgery Sternal Infections",Terminated,,Phase 3,2,Actual,PolyPid Ltd.,,2.0,,company prioritization reasons,False,,,,True,True,False,,,False,,,,,,No,,2023-04-06 21:27:02.018513,2023-04-06 21:27:02.018513,INDUSTRY,,,,,
916,NCT03997279,,2019-06-12,,,2019-06-21,2019-06-21,2019-06-25,Actual,,,,,,,2019-06-21,2019-06-25,Actual,June 2019,Anticipated,2019-06-30,June 2019,2019-06-30,June 2020,Anticipated,2020-06-30,June 2020,Anticipated,2020-06-30,,Interventional,,,Assesment of the Efficiency and Safety Helicobacter Pylori Therapy With or Without Saccharomyces Boulardii,"Double-blind, Placebo-controlled, Randomized Study for Assesment of the Efficiency and Safety Quadruple Therapy for Helicobacter Pylori Infection With or Without the Addition of Saccharomyces Boulardi Probiotic",Unknown status,Not yet recruiting,Phase 4,200,Anticipated,Clinical Centre of Serbia,,2.0,,,False,,,,,False,False,,,,,,,,,,,2023-04-08 11:36:25.696067,2023-04-08 11:36:25.696067,OTHER,,,,,
917,NCT04122768,,2019-05-16,,,2022-12-15,2019-10-09,2019-10-10,Actual,,,,,,,2022-12-15,2022-12-16,Actual,"November 6, 2019",Actual,2019-11-06,December 2022,2022-12-31,October 2023,Anticipated,2023-10-31,October 2023,Anticipated,2023-10-31,,Interventional,,,Activity Coaching in Patients Post Lung Transplantation,Enhancing Physical Activity in Patients After Lung Transplantation: Effectiveness and Feasibility of a Semi-automated Tele Coaching Program,"Active, not recruiting",,Not Applicable,108,Actual,KU Leuven,,2.0,,,False,,,,False,False,False,,,,,,,,,Undecided,,2023-04-07 23:17:56.809286,2023-04-07 23:17:56.809286,OTHER,,,,,
918,NCT03181932,,2017-06-01,2021-09-02,,2022-12-14,2017-06-07,2017-06-09,Actual,2021-10-10,2021-11-05,Actual,,,,2022-12-14,2022-12-16,Actual,"September 20, 2017",Actual,2017-09-20,December 2022,2022-12-31,"January 15, 2021",Actual,2021-01-15,"July 28, 2020",Actual,2020-07-28,,Interventional,,The number of baseline participants include both age groups (participants 6-21 years and >21 years).,AeroVanc in the Treatment of Methicillin-resistant Staphylococcus Aureus Infection in Patients With Cystic Fibrosis,"A Phase III, Randomized, Double-blind, Placebo-controlled Study of AeroVanc for the Treatment of Persistent Methicillin-resistant Staphylococcus Aureus Lung Infection in Cystic Fibrosis Patients",Completed,,Phase 3,188,Actual,Savara Inc.,,3.0,,,False,,,,True,True,False,,,,,,,,,No,,2023-04-07 23:18:05.122956,2023-04-07 23:18:05.122956,INDUSTRY,,,,,
919,NCT05322863,,2022-03-24,,,2022-04-11,2022-04-11,2022-04-12,Actual,,,,,,,2022-04-11,2022-04-12,Actual,"February 22, 2021",Actual,2021-02-22,April 2022,2022-04-30,"February 22, 2024",Anticipated,2024-02-22,"February 22, 2023",Anticipated,2023-02-22,,Interventional,,,High-definition Transcranial Direct Current Stimulation (HD-tDCS) in Late-life Depression (LLD),High-definition Transcranial Direct Current Stimulation (HD-tDCS) as Augmentation Therapy in Late-life Depression (LLD) With Suboptimal Response to Treatment - Double-blinded Randomized Sham-controlled Trial,Recruiting,,Not Applicable,58,Anticipated,The University of Hong Kong,,2.0,,,False,,,,,False,False,,,,,,,,,No,,2023-04-08 11:36:54.260801,2023-04-08 11:36:54.260801,OTHER,,,,,
920,NCT01922856,,2013-08-12,,,2017-07-05,2013-08-12,2013-08-14,Estimate,,,,,,,2017-07-05,2017-07-06,Actual,"September 19, 2013",Actual,2013-09-19,July 2017,2017-07-31,"July 14, 2016",Actual,2016-07-14,"February 6, 2016",Actual,2016-02-06,,Interventional,,,Challenge Study of an ETEC Vaccine,A Phase 2b Controlled Efficacy Study of Intradermally Delivered ETEC Fimbrial Tip Adhesin Vaccine Against Experimental Challenge With ETEC H10407 in Healthy Adult Volunteers,Completed,,Phase 2,56,Actual,U.S. Army Medical Research and Development Command,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-04-06 21:27:37.257121,2023-04-06 21:27:37.257121,FED,,,,,
921,NCT04319367,,2020-03-02,,,2021-07-05,2020-03-20,2020-03-24,Actual,,,,,,,2021-07-05,2021-07-09,Actual,"May 17, 2021",Actual,2021-05-17,July 2021,2021-07-31,"March 31, 2025",Anticipated,2025-03-31,"June 30, 2022",Anticipated,2022-06-30,,Interventional,RIO,,A Randomised Placebo Controlled Trial of ART Plus Dual Long-acting HIV-specific Broadly Neutralising Antibodies (bNAbs).,A Randomised Placebo Controlled Trial of ART Plus Dual Long-acting HIV-specific Broadly Neutralising Antibodies (bNAbs) vs ART Plus Placebo in Treated Primary HIV Infection on Viral Control Off ART.,Recruiting,,Phase 2,72,Anticipated,Imperial College London,,2.0,,,False,,,,True,False,False,,,,,,12-18 months after study completion.,Proposals/requests for data should be directed to the Chief Investigator and researchers. Individuals requesting for data will be asked to sign a data access agreement.,,Yes,"Final versions of the anonymised databases, data files, including data dictionaries will be made available to the wider research community after publication.

Data will be made available to researchers who provide a methodologically sound proposal, to achieve aims in the approved proposal.

Imperial College London retains copyright of the databases and data files. A Data User Agreement must be signed before access to the data is permitted.",2023-04-07 23:18:36.800289,2023-04-07 23:18:36.800289,OTHER,,,,,
922,NCT00674336,,2008-05-06,,,2013-11-18,2008-05-06,2008-05-07,Estimate,,,,,,,2013-11-18,2013-11-19,Estimate,September 2007,,2007-09-30,November 2013,2013-11-30,March 2010,Actual,2010-03-31,October 2009,Actual,2009-10-31,,Interventional,Shellfish,,Infectivity of Norovirus in Shellfish Treated With High Hydrostatic Pressure Processing-Human Challenge Study,Norwalk Virus Inactivation by High Hydrostatic Pressure Processing: A Comprehensive and Integrated Program for Research and Outreach,Completed,,Not Applicable,51,Actual,Emory University,,1.0,,,False,,,,True,,,,,,,,,,,,,2023-04-08 11:37:30.377206,2023-04-08 11:37:30.377206,OTHER,,,,,
923,NCT04325659,,2020-03-25,,,2022-12-06,2020-03-26,2020-03-27,Actual,,,,,,,2022-12-06,2022-12-08,Actual,"November 15, 2020",Actual,2020-11-15,December 2022,2022-12-31,"October 30, 2023",Anticipated,2023-10-30,"October 30, 2023",Anticipated,2023-10-30,,Interventional,Bridge,,An Innovative Intervention for OUD Treatment,Evaluating a Neuromodulator Medical Device (Bridge Device) for Opioid Use Disorder Treatment,Recruiting,,Phase 2/Phase 3,75,Anticipated,Johns Hopkins University,,3.0,,,False,,,,False,True,True,,,,,,,,,No,,2023-04-07 23:19:44.842350,2023-04-07 23:19:44.842350,OTHER,,,,,
924,NCT00679250,,2008-05-14,,,2019-04-10,2008-05-15,2008-05-16,Estimate,,,,,,,2019-04-10,2019-04-12,Actual,November 2005,,2005-11-30,April 2019,2019-04-30,December 2006,Actual,2006-12-31,December 2006,Actual,2006-12-31,,Interventional,,,To Evaluate Adenosine Monophosphate and Allergen Challenge in Allergic Rhinitis,A Placebo Controlled Trial to Evaluate The Effects of Levocetirizine on Nasal Allergen Challenge And Adenosine Monophosphate Challenge In Patients With Intermittent and Persistent Allergic Rhinitis,Completed,,Phase 4,25,Actual,University of Dundee,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-04-08 11:39:16.671432,2023-04-08 11:39:16.671432,OTHER,,,,,
925,NCT02627456,,2015-12-09,,,2021-04-19,2015-12-09,2015-12-11,Estimate,,,,,,,2021-04-19,2021-04-21,Actual,"December 9, 2015",,2015-12-09,April 2021,2021-04-30,"July 3, 2018",Actual,2018-07-03,"March 31, 2018",Actual,2018-03-31,,Interventional,,,"Safety, Immunogenicity, and Protective Efficacy of Radiation Attenuated Plasmodium Falciparum NF54 Sporozoites in Healthy African Adults in Mali","Dose Escalating and Randomized, Placebo-Controlled, Double-Blind Study to Assess Safety, Immunogenicity, and Protective Efficacy of Radiation Attenuated Plasmodium Falciparum NF54 Sporozoites (PfSPZ Vaccine) in Healthy African Adults in Mali",Completed,,Phase 1,409,Actual,National Institutes of Health Clinical Center (CC),,7.0,,,False,,,,,True,False,,,,,,,,,,,2023-04-08 11:39:38.916133,2023-04-08 11:39:38.916133,NIH,,,,,
926,NCT03983434,,2019-06-06,,,2023-02-21,2019-06-07,2019-06-12,Actual,,,,,,,2023-02-21,2023-02-23,Actual,"August 13, 2019",Actual,2019-08-13,February 2023,2023-02-28,"June 2, 2024",Anticipated,2024-06-02,"May 31, 2024",Anticipated,2024-05-31,,Interventional,,,Irritable Bowel Syndrome and Control Volunteers: Diet Challenge,"Fecal Bile Acids, Fecal Short Chain Fatty Acids and the Intestinal Microbiota in Patients With Irritable Bowel Syndrome (IBS) and Control Volunteers: Diet Challenge",Recruiting,,Not Applicable,72,Anticipated,Indiana University,,3.0,,,False,,,,True,False,False,,,,,,,,,,,2023-04-08 11:40:16.323944,2023-04-08 11:40:16.323944,OTHER,,,,,
927,NCT04542148,,2020-08-18,,,2022-12-07,2020-09-01,2020-09-09,Actual,,,,,,,2022-12-07,2022-12-08,Actual,"February 10, 2022",Actual,2022-02-10,December 2022,2022-12-31,"June 30, 2025",Anticipated,2025-06-30,"December 31, 2024",Anticipated,2024-12-31,,Interventional,,,Glycemic Control After Antenatal Corticosteroids in Women With Pregestational and Gestational Diabetes,Glycemic Control After Antenatal Corticosteroids in Women With Pregestational and Gestational Diabetes (Close the GAP),Recruiting,,Phase 2,120,Anticipated,University of Alabama at Birmingham,,3.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-07 23:22:55.761922,2023-04-07 23:22:55.761922,OTHER,,,,,
928,NCT04116853,,2019-10-03,,,2022-12-08,2019-10-03,2019-10-07,Actual,,,,,,,2022-12-08,2022-12-09,Actual,"October 17, 2019",Actual,2019-10-17,December 2022,2022-12-31,"March 31, 2025",Anticipated,2025-03-31,"March 31, 2025",Anticipated,2025-03-31,,Interventional,,,Support and Tracking to Achieve Results (Project STAR),Evaluation of an Adaptive Intervention for Weight Loss Maintenance,"Active, not recruiting",,Not Applicable,449,Actual,University of Florida,,2.0,,,False,,,,False,False,False,,,,,,,,,No,,2023-04-07 23:23:27.535224,2023-04-07 23:23:27.535224,OTHER,,,,,
929,NCT04643639,,2020-09-15,,,2022-12-20,2020-11-19,2020-11-25,Actual,,,,,,,2022-12-20,2022-12-22,Actual,"September 16, 2020",Actual,2020-09-16,March 2021,2021-03-31,"October 19, 2022",Actual,2022-10-19,"October 19, 2022",Actual,2022-10-19,,Interventional,EndoSorb,,Assessing the Effects of CytoSorb Hemoperfusion on the Development on Immunoparalysis,An Open-label Randomized Controlled Experimental Endotoxemia Study on the Effects of the Cytokine-adsorber CytoSorb on the Development of Immunoparalysis in Humans,Completed,,Phase 3,24,Actual,Radboud University Medical Center,,2.0,,,False,,,,True,False,True,,,True,,,,,,Undecided,,2023-04-08 11:42:37.025376,2023-04-08 11:42:37.025376,OTHER,,,,,
930,NCT01892982,,2013-07-02,,,2018-08-24,2013-07-05,2013-07-08,Estimate,,,,,,,2018-08-24,2018-08-28,Actual,June 2013,,2013-06-30,August 2018,2018-08-31,"July 31, 2018",Actual,2018-07-31,"May 25, 2018",Actual,2018-05-25,,Interventional,,,Improving Preterm Outcomes by Safeguarding Maternal Mental Health,Improving Preterm Outcomes by Safeguarding Maternal Mental Health,Completed,,Not Applicable,325,Actual,Boston Medical Center,,2.0,,,False,,,,True,False,False,,,,,,,,,Undecided,,2023-04-06 21:35:09.252212,2023-04-06 21:35:09.252212,OTHER,,,,,
931,NCT02836080,,2016-07-14,,,2022-09-13,2016-07-14,2016-07-18,Estimate,,,,,,,2022-09-13,2022-09-15,Actual,September 2016,Actual,2016-09-30,September 2022,2022-09-30,April 2023,Anticipated,2023-04-30,April 2021,Actual,2021-04-30,,Interventional,,,Integrated Collaborative Care Teams for Youth With Mental Health and/or Addiction Challenges (YouthCan IMPACT),Integrated Collaborative Care Teams to Enhance Service Delivery to Youth With Mental Health and Substance Use Challenges: Protocol for a Pragmatic Randomized-controlled Trial,"Active, not recruiting",,Not Applicable,247,Actual,Centre for Addiction and Mental Health,,2.0,,,False,,,,True,,,,,,,,,,,Undecided,,2023-04-06 21:35:48.472512,2023-04-06 21:35:48.472512,OTHER,,,,,
932,NCT02509260,,2015-07-24,2022-10-20,,2022-10-20,2015-07-24,2015-07-27,Estimate,2022-10-20,2022-11-14,Actual,,,,2022-10-20,2022-11-14,Actual,July 2015,,2015-07-31,October 2022,2022-10-31,"February 19, 2021",Actual,2021-02-19,"February 19, 2021",Actual,2021-02-19,,Interventional,,,Prevena™ Incisional Negative Pressure Wound Therapy in Re-operative Colorectal Surgery,A Randomized Controlled Trial of Prevena™ Incisional Negative Pressure Wound Therapy to Reduce Surgical Site Infection in Re-operative Colorectal Surgery,Completed,,Not Applicable,298,Actual,The Cleveland Clinic,,2.0,,,False,,,,False,,,,,,,,,,,No,,2023-04-06 21:35:54.035126,2023-04-06 21:35:54.035126,OTHER,,,,,
933,NCT04390152,,2020-05-12,,,2021-01-13,2020-05-14,2020-05-15,Actual,,,,,,,2021-01-13,2021-01-15,Actual,"January 13, 2020",Actual,2020-01-13,January 2021,2021-01-31,April 2022,Anticipated,2022-04-30,December 2021,Anticipated,2021-12-31,,Interventional,,,Safety and Efficacy of Intravenous Wharton's Jelly Derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Due to COVID 19,Safety and Efficacy of Intravenous Infusion of Wharton's Jelly Derived Mesenchymal Stem Cell Plus Standard Therapy for the Treatment of Patients With Acute Respiratory Distress Syndrome Diagnosis Due to COVID 19: A Randomized Controlled Trial,Unknown status,Recruiting,Phase 1/Phase 2,40,Anticipated,BioXcellerator,,2.0,,,False,,,,True,False,False,,,,,,,,,No,Individual data won't be shared.,2023-04-06 21:37:35.467735,2023-04-06 21:37:35.467735,INDUSTRY,,,,,
934,NCT01943994,,2013-09-12,,,2022-08-02,2013-09-12,2013-09-17,Estimate,,,,,,,2022-08-02,2022-08-04,Actual,September 2008,Actual,2008-09-30,August 2022,2022-08-31,December 2023,Anticipated,2023-12-31,December 2023,Anticipated,2023-12-31,,Interventional,,,Psilocybin-facilitated Smoking Cessation Treatment: A Pilot Study,Psilocybin-facilitated Smoking Cessation Treatment: A Pilot Study,"Active, not recruiting",,Not Applicable,95,Anticipated,Johns Hopkins University,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-04-06 21:37:51.999118,2023-04-06 21:37:51.999118,OTHER,,,,,
935,NCT04027023,,2019-07-11,,,2021-03-30,2019-07-18,2019-07-19,Actual,,,,,,,2021-03-30,2021-04-01,Actual,"October 30, 2019",Actual,2019-10-30,March 2021,2021-03-31,"May 31, 2021",Anticipated,2021-05-31,"April 30, 2021",Anticipated,2021-04-30,,Interventional,,,Evaluation of the Impact of Intensive Short-Term Drug Therapy in Patients With Type 2 Diabetes Mellitus,Pilot Study for Evaluation of the Impact of Intensive Short-Term Drug Therapy on Beta-Cell Function and Insulin Resistance in Patients With Type 2 Diabetes Mellitus,Unknown status,"Active, not recruiting",Phase 4,9,Actual,Sciema UG,,,,,False,,,,False,True,False,,,False,,,,,,No,,2023-04-08 11:47:22.910841,2023-04-08 11:47:22.910841,OTHER,,,,,
936,NCT04204993,,2019-11-12,,,2021-01-11,2019-12-18,2019-12-19,Actual,,,,,,,2021-01-11,2021-01-12,Actual,"February 11, 2020",Actual,2020-02-11,January 2021,2021-01-31,"December 31, 2020",Actual,2020-12-31,"December 31, 2020",Actual,2020-12-31,,Interventional,,,Assessment of Wearable Sensors During Experimental Human Influenza Infection (Sigma Plus),Assessment of Wearable Sensors During Experimental Human Influenza Infection (Sigma Plus),Completed,,Not Applicable,20,Actual,Imperial College London,,1.0,,,False,,,,True,False,True,,,True,,,,According to study protocol,,Yes,"Data will be shared with Duke university, and RTI International, such as ethnicity and age. It will be identifiable only by their unique study code, with no personal details.",2023-04-07 23:29:25.511490,2023-04-07 23:29:25.511490,OTHER,,,,,
937,NCT04435288,,2020-06-09,,,2022-12-05,2020-06-16,2020-06-17,Actual,,,,,,,2022-12-05,2022-12-07,Actual,"August 24, 2020",Actual,2020-08-24,December 2022,2022-12-31,"May 31, 2026",Anticipated,2026-05-31,"May 31, 2025",Anticipated,2025-05-31,,Interventional,SPARTACUS,,Spondyloarthritis: Inducing Drug-free Remission by Early TNF-alpha Blockade,"SPondyloArthritis: Inducing Drug-free Remission by Early TNF-Alpha bloCkade Under Guidance of Single Cell RNA Sequencing and Epigenetic Profiling. ""The SPARTACUS Trial""",Recruiting,,Phase 3,112,Anticipated,"University Hospital, Ghent",,2.0,,,False,,,,,True,False,,,True,,,,,,,,2023-04-07 23:29:44.697942,2023-04-07 23:29:44.697942,OTHER,,,,,
938,NCT04755738,,2021-02-07,,,2021-09-02,2021-02-12,2021-02-16,Actual,,,,,,,2021-09-02,2021-09-05,Actual,"January 1, 2022",Anticipated,2022-01-01,September 2021,2021-09-30,"March 31, 2025",Anticipated,2025-03-31,"March 31, 2023",Anticipated,2023-03-31,,Interventional,MWA,,Almonertinib Plus Microwave Ablation in Advanced Non-small Cell Lung Cancer,"Almonertinib Plus Microwave Ablation Versus Almonertinib in Previously Untreated，Advanced Non-small Cell Lung Cancer, a Randomized，Controlled，Phase II Clinical Trial",Not yet recruiting,,Phase 2,234,Anticipated,Qianfoshan Hospital,,2.0,,,False,,,,True,False,False,,,False,,,,,,No,It depends.,2023-04-06 21:38:55.363524,2023-04-06 21:38:55.363524,OTHER,,,,,
939,NCT04969302,,2021-06-26,,,2022-10-18,2021-07-09,2021-07-20,Actual,,,,,,,2022-10-18,2022-10-19,Actual,"September 28, 2021",Actual,2021-09-28,October 2022,2022-10-31,"July 28, 2022",Actual,2022-07-28,"December 28, 2021",Actual,2021-12-28,,Interventional,,,Examination of the Effect of Skin Antisepsis With Pre-heated Povidone Iodine on Surgical Site Infections: A Quasi-Experimental Study,Examination of the Effect of Skin Antisepsis With Pre-heated Povidone Iodine on Surgical Site Infections: A Quasi-Experimental Study,Completed,,Not Applicable,124,Actual,Eastern Mediterranean University,,2.0,,,False,,,,,False,False,,,,,,,,,Undecided,,2023-04-06 21:39:14.197602,2023-04-06 21:39:14.197602,OTHER,,,,,
940,NCT03255967,,2017-08-15,,,2022-12-05,2017-08-17,2017-08-21,Actual,,,,,,,2022-12-05,2022-12-07,Actual,"August 16, 2018",Actual,2018-08-16,October 2022,2022-10-31,"May 31, 2022",Actual,2022-05-31,"March 31, 2022",Actual,2022-03-31,,Interventional,,,Dementia Symptom Management at Home Program,A Multisite Cluster RCT of the Dementia Symptom Management at Home Program,Completed,,Not Applicable,217,Actual,NYU Langone Health,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2023-04-07 23:30:49.113266,2023-04-07 23:30:49.113266,OTHER,,,,,
